position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	tags	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	thumbnail_maxres	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
32	UC_gV70G_Y51LTa3qhu8KiEA	LUCCAS NETO - LUCCAS TOON	powKwQEJEKc	2021-01-08T22:00:08Z	2021-01-08 22:00:08	LUCCAS NETO É O ÚLTIMO GAROTO DA TERRA !!!	Já imaginou você chegar na escola e perceber que é o último garoto da terra? Pois é, aconteceu com o Luccas Neto! Seus amigos sumiram e ele precisa aprender a lidar com isso. Será que as garotas vão ser legais com o luccas? Assista ao episódio porque tá muito legal! OUTROS VÍDEOS DA ESCOLA FANTÁSTICA: NOVA TEMPORADA NA ESCOLA DO LUCCAS (ESCOLA FANTÁSTICA) https://www.youtube.com/watch?v=fkQJqS19ZFI FICAMOS TRANCADOS NA SALA DE AULA NOVA https://www.youtube.com/watch?v=VNxf1_h2mTk DESCOBRIMOS QUE A ESCOLA FANTÁSTICA É MAL ASSOMBRADA https://www.youtube.com/watch?v=GdwASoHJ35w TODOS OS ALUNOS FORAM EXPULSOS DA ESCOLA FANTÁSTICA - PARTE 1 https://www.youtube.com/watch?v=0Bah3b80eM8 BRINCANDO DE SER UM NOVO AVENTUREIRO NA ESCOLA FANTÁSTICA DO LUCCAS (BRINQUE VOCÊ TAMBÉM) https://www.youtube.com/watch?v=lzK7PoSg-2o VOCE TAMBÉM PODE ASSISTIR VIDEOS DE OUTRA FRANQUIA: LUCCAS E GI https://www.youtube.com/playlist?list=PLyvPAJn-CS2TjO9llIkVha9MPwWQhDytI OS AVENTUREIROS: https://www.youtube.com/playlist?list=PLyvPAJn-CS2RelGiwBMObSFZ7J9rRxtBN PRÍNCIPE LU: https://www.youtube.com/playlist?list=PLyvPAJn-CS2RDE1RcxOQogehzRDxBuNys Espero que curtam! Todo mundo usando a imaginação e a criatividade para viver um mundo de magia e fantasia! Aqui você pode viver o seu sonho! Atenção: Além do conteúdo lúdico e de entretenimento, este vídeo contém publicidade. Todos os menores de idade que participam deste vídeo são acompanhados de seus representantes legais, no set de filmagem, durante a gravação. Caso o representante legal não seja o próprio pai, terá sido indicado formalmente, por contrato, pelos pais ou responsáveis para representá-los nas gravações. Atenção: Giovanna Alparone é uma atriz contratada, com direitos de imagem reservados à sua agência. Todos os direitos reservados à LUCCAS NETO STUDIOS.	#AppEscolaFantastica,Luccas neto,O último garoto da terra,A ultima garota da terra,A Última Menina na terra!,O Último Menino na Terra! The LAST GIRL ON EARTH,falhas engraçadas,situações estranhas,vídeo engraçado,serie sobre amigos,video gracioso,comedia,humor,blogger,blogger popular,serie sobre adolescentes,adolescentes,amor,fynny video,school,123go,Televisa Televisión,bromas graciosas,Televisa,pranks,school life,popular girl,cheerleader girl	24	Entertainment	PT9M9S	549	2d	hd	false		1	6184561	95645	12251	0	0
33	UC_gV70G_Y51LTa3qhu8KiEA	LUCCAS NETO - LUCCAS TOON	powKwQEJEKc	2021-01-08T22:00:08Z	2021-01-08 22:00:08	LUCCAS NETO É O ÚLTIMO GAROTO DA TERRA !!!	Já imaginou você chegar na escola e perceber que é o último garoto da terra? Pois é, aconteceu com o Luccas Neto! Seus amigos sumiram e ele precisa aprender a lidar com isso. Será que as garotas vão ser legais com o luccas? Assista ao episódio porque tá muito legal! OUTROS VÍDEOS DA ESCOLA FANTÁSTICA: NOVA TEMPORADA NA ESCOLA DO LUCCAS (ESCOLA FANTÁSTICA) https://www.youtube.com/watch?v=fkQJqS19ZFI FICAMOS TRANCADOS NA SALA DE AULA NOVA https://www.youtube.com/watch?v=VNxf1_h2mTk DESCOBRIMOS QUE A ESCOLA FANTÁSTICA É MAL ASSOMBRADA https://www.youtube.com/watch?v=GdwASoHJ35w TODOS OS ALUNOS FORAM EXPULSOS DA ESCOLA FANTÁSTICA - PARTE 1 https://www.youtube.com/watch?v=0Bah3b80eM8 BRINCANDO DE SER UM NOVO AVENTUREIRO NA ESCOLA FANTÁSTICA DO LUCCAS (BRINQUE VOCÊ TAMBÉM) https://www.youtube.com/watch?v=lzK7PoSg-2o VOCE TAMBÉM PODE ASSISTIR VIDEOS DE OUTRA FRANQUIA: LUCCAS E GI https://www.youtube.com/playlist?list=PLyvPAJn-CS2TjO9llIkVha9MPwWQhDytI OS AVENTUREIROS: https://www.youtube.com/playlist?list=PLyvPAJn-CS2RelGiwBMObSFZ7J9rRxtBN PRÍNCIPE LU: https://www.youtube.com/playlist?list=PLyvPAJn-CS2RDE1RcxOQogehzRDxBuNys Espero que curtam! Todo mundo usando a imaginação e a criatividade para viver um mundo de magia e fantasia! Aqui você pode viver o seu sonho! Atenção: Além do conteúdo lúdico e de entretenimento, este vídeo contém publicidade. Todos os menores de idade que participam deste vídeo são acompanhados de seus representantes legais, no set de filmagem, durante a gravação. Caso o representante legal não seja o próprio pai, terá sido indicado formalmente, por contrato, pelos pais ou responsáveis para representá-los nas gravações. Atenção: Giovanna Alparone é uma atriz contratada, com direitos de imagem reservados à sua agência. Todos os direitos reservados à LUCCAS NETO STUDIOS.	#AppEscolaFantastica,Luccas neto,O último garoto da terra,A ultima garota da terra,A Última Menina na terra!,O Último Menino na Terra! The LAST GIRL ON EARTH,falhas engraçadas,situações estranhas,vídeo engraçado,serie sobre amigos,video gracioso,comedia,humor,blogger,blogger popular,serie sobre adolescentes,adolescentes,amor,fynny video,school,123go,Televisa Televisión,bromas graciosas,Televisa,pranks,school life,popular girl,cheerleader girl	24	Entertainment	PT9M9S	549	2d	hd	false		1	6184561	95645	12251	0	0
34	UC_gV70G_Y51LTa3qhu8KiEA	LUCCAS NETO - LUCCAS TOON	powKwQEJEKc	2021-01-08T22:00:08Z	2021-01-08 22:00:08	LUCCAS NETO É O ÚLTIMO GAROTO DA TERRA !!!	Já imaginou você chegar na escola e perceber que é o último garoto da terra? Pois é, aconteceu com o Luccas Neto! Seus amigos sumiram e ele precisa aprender a lidar com isso. Será que as garotas vão ser legais com o luccas? Assista ao episódio porque tá muito legal! OUTROS VÍDEOS DA ESCOLA FANTÁSTICA: NOVA TEMPORADA NA ESCOLA DO LUCCAS (ESCOLA FANTÁSTICA) https://www.youtube.com/watch?v=fkQJqS19ZFI FICAMOS TRANCADOS NA SALA DE AULA NOVA https://www.youtube.com/watch?v=VNxf1_h2mTk DESCOBRIMOS QUE A ESCOLA FANTÁSTICA É MAL ASSOMBRADA https://www.youtube.com/watch?v=GdwASoHJ35w TODOS OS ALUNOS FORAM EXPULSOS DA ESCOLA FANTÁSTICA - PARTE 1 https://www.youtube.com/watch?v=0Bah3b80eM8 BRINCANDO DE SER UM NOVO AVENTUREIRO NA ESCOLA FANTÁSTICA DO LUCCAS (BRINQUE VOCÊ TAMBÉM) https://www.youtube.com/watch?v=lzK7PoSg-2o VOCE TAMBÉM PODE ASSISTIR VIDEOS DE OUTRA FRANQUIA: LUCCAS E GI https://www.youtube.com/playlist?list=PLyvPAJn-CS2TjO9llIkVha9MPwWQhDytI OS AVENTUREIROS: https://www.youtube.com/playlist?list=PLyvPAJn-CS2RelGiwBMObSFZ7J9rRxtBN PRÍNCIPE LU: https://www.youtube.com/playlist?list=PLyvPAJn-CS2RDE1RcxOQogehzRDxBuNys Espero que curtam! Todo mundo usando a imaginação e a criatividade para viver um mundo de magia e fantasia! Aqui você pode viver o seu sonho! Atenção: Além do conteúdo lúdico e de entretenimento, este vídeo contém publicidade. Todos os menores de idade que participam deste vídeo são acompanhados de seus representantes legais, no set de filmagem, durante a gravação. Caso o representante legal não seja o próprio pai, terá sido indicado formalmente, por contrato, pelos pais ou responsáveis para representá-los nas gravações. Atenção: Giovanna Alparone é uma atriz contratada, com direitos de imagem reservados à sua agência. Todos os direitos reservados à LUCCAS NETO STUDIOS.	#AppEscolaFantastica,Luccas neto,O último garoto da terra,A ultima garota da terra,A Última Menina na terra!,O Último Menino na Terra! The LAST GIRL ON EARTH,falhas engraçadas,situações estranhas,vídeo engraçado,serie sobre amigos,video gracioso,comedia,humor,blogger,blogger popular,serie sobre adolescentes,adolescentes,amor,fynny video,school,123go,Televisa Televisión,bromas graciosas,Televisa,pranks,school life,popular girl,cheerleader girl	24	Entertainment	PT9M9S	549	2d	hd	false		1	6184561	95645	12251	0	0
35	UC_gV70G_Y51LTa3qhu8KiEA	LUCCAS NETO - LUCCAS TOON	powKwQEJEKc	2021-01-08T22:00:08Z	2021-01-08 22:00:08	LUCCAS NETO É O ÚLTIMO GAROTO DA TERRA !!!	Já imaginou você chegar na escola e perceber que é o último garoto da terra? Pois é, aconteceu com o Luccas Neto! Seus amigos sumiram e ele precisa aprender a lidar com isso. Será que as garotas vão ser legais com o luccas? Assista ao episódio porque tá muito legal! OUTROS VÍDEOS DA ESCOLA FANTÁSTICA: NOVA TEMPORADA NA ESCOLA DO LUCCAS (ESCOLA FANTÁSTICA) https://www.youtube.com/watch?v=fkQJqS19ZFI FICAMOS TRANCADOS NA SALA DE AULA NOVA https://www.youtube.com/watch?v=VNxf1_h2mTk DESCOBRIMOS QUE A ESCOLA FANTÁSTICA É MAL ASSOMBRADA https://www.youtube.com/watch?v=GdwASoHJ35w TODOS OS ALUNOS FORAM EXPULSOS DA ESCOLA FANTÁSTICA - PARTE 1 https://www.youtube.com/watch?v=0Bah3b80eM8 BRINCANDO DE SER UM NOVO AVENTUREIRO NA ESCOLA FANTÁSTICA DO LUCCAS (BRINQUE VOCÊ TAMBÉM) https://www.youtube.com/watch?v=lzK7PoSg-2o VOCE TAMBÉM PODE ASSISTIR VIDEOS DE OUTRA FRANQUIA: LUCCAS E GI https://www.youtube.com/playlist?list=PLyvPAJn-CS2TjO9llIkVha9MPwWQhDytI OS AVENTUREIROS: https://www.youtube.com/playlist?list=PLyvPAJn-CS2RelGiwBMObSFZ7J9rRxtBN PRÍNCIPE LU: https://www.youtube.com/playlist?list=PLyvPAJn-CS2RDE1RcxOQogehzRDxBuNys Espero que curtam! Todo mundo usando a imaginação e a criatividade para viver um mundo de magia e fantasia! Aqui você pode viver o seu sonho! Atenção: Além do conteúdo lúdico e de entretenimento, este vídeo contém publicidade. Todos os menores de idade que participam deste vídeo são acompanhados de seus representantes legais, no set de filmagem, durante a gravação. Caso o representante legal não seja o próprio pai, terá sido indicado formalmente, por contrato, pelos pais ou responsáveis para representá-los nas gravações. Atenção: Giovanna Alparone é uma atriz contratada, com direitos de imagem reservados à sua agência. Todos os direitos reservados à LUCCAS NETO STUDIOS.	#AppEscolaFantastica,Luccas neto,O último garoto da terra,A ultima garota da terra,A Última Menina na terra!,O Último Menino na Terra! The LAST GIRL ON EARTH,falhas engraçadas,situações estranhas,vídeo engraçado,serie sobre amigos,video gracioso,comedia,humor,blogger,blogger popular,serie sobre adolescentes,adolescentes,amor,fynny video,school,123go,Televisa Televisión,bromas graciosas,Televisa,pranks,school life,popular girl,cheerleader girl	24	Entertainment	PT9M9S	549	2d	hd	false		1	6184561	95645	12251	0	0
36	UCxEeBmviuUsu9IjLdeKSSCQ	Romulo Reis	5YRkpseuRBc	2021-01-11T12:56:54Z	2021-01-11 12:56:54	falta de oxigênio em Manaus			22	People & Blogs	PT1M1S	61	2d	hd	false	https://i.ytimg.com/vi/5YRkpseuRBc/maxresdefault.jpg		19	0	0	0	0
37	UC880szznksA04nYdg2G-3eQ	TV CM7	LV5zlY5Y0lo	2021-01-11T12:02:53Z	2021-01-11 12:02:53	FALTA DE OXIGÊNIO, MORTES E HOSPITAIS LOTADO EM MANAUS	#Manaus #Amazonas #pandemia #covid #hospitais Acesse: portalcm7.com Facebook: http://facebook.com/portalcm7brasil/ instagram: https://www.instagram.com/portalcm7/ Twiiter: https://twitter.com/Cm7Portal	manaus,amazonas,noticias,breaking,news	25	News & Politics	PT13M44S	824	2d	hd	false	https://i.ytimg.com/vi/LV5zlY5Y0lo/maxresdefault.jpg	1	162	3	0	0	1
38	UCmpHPgeCBgvk_fDXZQKsnAA	Jornal da Record	URnX9yr2yUM	2021-01-11T15:27:49Z	2021-01-11 15:27:49	Manaus bate recorde de sepultamentos num único dia	Nos primeiros nove dias de janeiro, o número de internações superou todo o mês de dezembro. Em algumas unidades, o atendimento foi suspenso por q falta equipamentos, como oxigênio. O ministro da Saúde. Eduardo Pazzuelo acabou de lançar em Manaus ações de apoio de combate a pandemia. Uma delas é reorganizar o atendimento do SUS. Pazzuelo prometeu abrir mais leitos de UTI, e disponibilizar mais equipamentos e profissionais da saúde. Nosso Whatsapp: https://jornaldarecord.r7.com/whatsapp Inscreva-se no canal Jornal da Record: http://r7.com/mYfx Assista às íntegras no PlayPlus: https://www.playplus.com Facebook: https://www.facebook.com/JornalDaRecord/ Instagram: https://www.instagram.com/jornaldarecord Twitter: https://twitter.com/jornaldarecord Site oficial: https://noticias.r7.com/jr-na-tv #JornaldaRecord #Jornalismo #RecordTV	Celso Freitas,Jornal da Record,Rede Record,Christina Lemos,Sergio Aguiar	25	News & Politics	PT5M3S	303	2d	hd	false	https://i.ytimg.com/vi/URnX9yr2yUM/maxresdefault.jpg	1	34603	1471	57	0	
39	UCxEeBmviuUsu9IjLdeKSSCQ	Romulo Reis	5YRkpseuRBc	2021-01-11T12:56:54Z	2021-01-11 12:56:54	falta de oxigênio em Manaus			22	People & Blogs	PT1M1S	61	2d	hd	false	https://i.ytimg.com/vi/5YRkpseuRBc/maxresdefault.jpg		19	0	0	0	0
40	UC880szznksA04nYdg2G-3eQ	TV CM7	LV5zlY5Y0lo	2021-01-11T12:02:53Z	2021-01-11 12:02:53	FALTA DE OXIGÊNIO, MORTES E HOSPITAIS LOTADO EM MANAUS	#Manaus #Amazonas #pandemia #covid #hospitais Acesse: portalcm7.com Facebook: http://facebook.com/portalcm7brasil/ instagram: https://www.instagram.com/portalcm7/ Twiiter: https://twitter.com/Cm7Portal	manaus,amazonas,noticias,breaking,news	25	News & Politics	PT13M44S	824	2d	hd	false	https://i.ytimg.com/vi/LV5zlY5Y0lo/maxresdefault.jpg	1	162	3	0	0	1
41	UCmpHPgeCBgvk_fDXZQKsnAA	Jornal da Record	URnX9yr2yUM	2021-01-11T15:27:49Z	2021-01-11 15:27:49	Manaus bate recorde de sepultamentos num único dia	Nos primeiros nove dias de janeiro, o número de internações superou todo o mês de dezembro. Em algumas unidades, o atendimento foi suspenso por q falta equipamentos, como oxigênio. O ministro da Saúde. Eduardo Pazzuelo acabou de lançar em Manaus ações de apoio de combate a pandemia. Uma delas é reorganizar o atendimento do SUS. Pazzuelo prometeu abrir mais leitos de UTI, e disponibilizar mais equipamentos e profissionais da saúde. Nosso Whatsapp: https://jornaldarecord.r7.com/whatsapp Inscreva-se no canal Jornal da Record: http://r7.com/mYfx Assista às íntegras no PlayPlus: https://www.playplus.com Facebook: https://www.facebook.com/JornalDaRecord/ Instagram: https://www.instagram.com/jornaldarecord Twitter: https://twitter.com/jornaldarecord Site oficial: https://noticias.r7.com/jr-na-tv #JornaldaRecord #Jornalismo #RecordTV	Celso Freitas,Jornal da Record,Rede Record,Christina Lemos,Sergio Aguiar	25	News & Politics	PT5M3S	303	2d	hd	false	https://i.ytimg.com/vi/URnX9yr2yUM/maxresdefault.jpg	1	34603	1471	57	0	
42	UCxEeBmviuUsu9IjLdeKSSCQ	Romulo Reis	5YRkpseuRBc	2021-01-11T12:56:54Z	2021-01-11 12:56:54	falta de oxigênio em Manaus			22	People & Blogs	PT1M1S	61	2d	hd	false	https://i.ytimg.com/vi/5YRkpseuRBc/maxresdefault.jpg		19	0	0	0	0
43	UC880szznksA04nYdg2G-3eQ	TV CM7	LV5zlY5Y0lo	2021-01-11T12:02:53Z	2021-01-11 12:02:53	FALTA DE OXIGÊNIO, MORTES E HOSPITAIS LOTADO EM MANAUS	#Manaus #Amazonas #pandemia #covid #hospitais Acesse: portalcm7.com Facebook: http://facebook.com/portalcm7brasil/ instagram: https://www.instagram.com/portalcm7/ Twiiter: https://twitter.com/Cm7Portal	manaus,amazonas,noticias,breaking,news	25	News & Politics	PT13M44S	824	2d	hd	false	https://i.ytimg.com/vi/LV5zlY5Y0lo/maxresdefault.jpg	1	162	3	0	0	1
44	UCmpHPgeCBgvk_fDXZQKsnAA	Jornal da Record	URnX9yr2yUM	2021-01-11T15:27:49Z	2021-01-11 15:27:49	Manaus bate recorde de sepultamentos num único dia	Nos primeiros nove dias de janeiro, o número de internações superou todo o mês de dezembro. Em algumas unidades, o atendimento foi suspenso por q falta equipamentos, como oxigênio. O ministro da Saúde. Eduardo Pazzuelo acabou de lançar em Manaus ações de apoio de combate a pandemia. Uma delas é reorganizar o atendimento do SUS. Pazzuelo prometeu abrir mais leitos de UTI, e disponibilizar mais equipamentos e profissionais da saúde. Nosso Whatsapp: https://jornaldarecord.r7.com/whatsapp Inscreva-se no canal Jornal da Record: http://r7.com/mYfx Assista às íntegras no PlayPlus: https://www.playplus.com Facebook: https://www.facebook.com/JornalDaRecord/ Instagram: https://www.instagram.com/jornaldarecord Twitter: https://twitter.com/jornaldarecord Site oficial: https://noticias.r7.com/jr-na-tv #JornaldaRecord #Jornalismo #RecordTV	Celso Freitas,Jornal da Record,Rede Record,Christina Lemos,Sergio Aguiar	25	News & Politics	PT5M3S	303	2d	hd	false	https://i.ytimg.com/vi/URnX9yr2yUM/maxresdefault.jpg	1	34603	1471	57	0	
45	UCxEeBmviuUsu9IjLdeKSSCQ	Romulo Reis	5YRkpseuRBc	2021-01-11T12:56:54Z	2021-01-11 12:56:54	falta de oxigênio em Manaus			22	People & Blogs	PT1M1S	61	2d	hd	false	https://i.ytimg.com/vi/5YRkpseuRBc/maxresdefault.jpg		19	0	0	0	0
46	UC880szznksA04nYdg2G-3eQ	TV CM7	LV5zlY5Y0lo	2021-01-11T12:02:53Z	2021-01-11 12:02:53	FALTA DE OXIGÊNIO, MORTES E HOSPITAIS LOTADO EM MANAUS	#Manaus #Amazonas #pandemia #covid #hospitais Acesse: portalcm7.com Facebook: http://facebook.com/portalcm7brasil/ instagram: https://www.instagram.com/portalcm7/ Twiiter: https://twitter.com/Cm7Portal	manaus,amazonas,noticias,breaking,news	25	News & Politics	PT13M44S	824	2d	hd	false	https://i.ytimg.com/vi/LV5zlY5Y0lo/maxresdefault.jpg	1	162	3	0	0	1
47	UCmpHPgeCBgvk_fDXZQKsnAA	Jornal da Record	URnX9yr2yUM	2021-01-11T15:27:49Z	2021-01-11 15:27:49	Manaus bate recorde de sepultamentos num único dia	Nos primeiros nove dias de janeiro, o número de internações superou todo o mês de dezembro. Em algumas unidades, o atendimento foi suspenso por q falta equipamentos, como oxigênio. O ministro da Saúde. Eduardo Pazzuelo acabou de lançar em Manaus ações de apoio de combate a pandemia. Uma delas é reorganizar o atendimento do SUS. Pazzuelo prometeu abrir mais leitos de UTI, e disponibilizar mais equipamentos e profissionais da saúde. Nosso Whatsapp: https://jornaldarecord.r7.com/whatsapp Inscreva-se no canal Jornal da Record: http://r7.com/mYfx Assista às íntegras no PlayPlus: https://www.playplus.com Facebook: https://www.facebook.com/JornalDaRecord/ Instagram: https://www.instagram.com/jornaldarecord Twitter: https://twitter.com/jornaldarecord Site oficial: https://noticias.r7.com/jr-na-tv #JornaldaRecord #Jornalismo #RecordTV	Celso Freitas,Jornal da Record,Rede Record,Christina Lemos,Sergio Aguiar	25	News & Politics	PT5M3S	303	2d	hd	false	https://i.ytimg.com/vi/URnX9yr2yUM/maxresdefault.jpg	1	34603	1471	57	0	
48	UCxEeBmviuUsu9IjLdeKSSCQ	Romulo Reis	5YRkpseuRBc	2021-01-11T12:56:54Z	2021-01-11 12:56:54	falta de oxigênio em Manaus			22	People & Blogs	PT1M1S	61	2d	hd	false	https://i.ytimg.com/vi/5YRkpseuRBc/maxresdefault.jpg		19	0	0	0	0
49	UC880szznksA04nYdg2G-3eQ	TV CM7	LV5zlY5Y0lo	2021-01-11T12:02:53Z	2021-01-11 12:02:53	FALTA DE OXIGÊNIO, MORTES E HOSPITAIS LOTADO EM MANAUS	#Manaus #Amazonas #pandemia #covid #hospitais Acesse: portalcm7.com Facebook: http://facebook.com/portalcm7brasil/ instagram: https://www.instagram.com/portalcm7/ Twiiter: https://twitter.com/Cm7Portal	manaus,amazonas,noticias,breaking,news	25	News & Politics	PT13M44S	824	2d	hd	false	https://i.ytimg.com/vi/LV5zlY5Y0lo/maxresdefault.jpg	1	162	3	0	0	1
50	UCmpHPgeCBgvk_fDXZQKsnAA	Jornal da Record	URnX9yr2yUM	2021-01-11T15:27:49Z	2021-01-11 15:27:49	Manaus bate recorde de sepultamentos num único dia	Nos primeiros nove dias de janeiro, o número de internações superou todo o mês de dezembro. Em algumas unidades, o atendimento foi suspenso por q falta equipamentos, como oxigênio. O ministro da Saúde. Eduardo Pazzuelo acabou de lançar em Manaus ações de apoio de combate a pandemia. Uma delas é reorganizar o atendimento do SUS. Pazzuelo prometeu abrir mais leitos de UTI, e disponibilizar mais equipamentos e profissionais da saúde. Nosso Whatsapp: https://jornaldarecord.r7.com/whatsapp Inscreva-se no canal Jornal da Record: http://r7.com/mYfx Assista às íntegras no PlayPlus: https://www.playplus.com Facebook: https://www.facebook.com/JornalDaRecord/ Instagram: https://www.instagram.com/jornaldarecord Twitter: https://twitter.com/jornaldarecord Site oficial: https://noticias.r7.com/jr-na-tv #JornaldaRecord #Jornalismo #RecordTV	Celso Freitas,Jornal da Record,Rede Record,Christina Lemos,Sergio Aguiar	25	News & Politics	PT5M3S	303	2d	hd	false	https://i.ytimg.com/vi/URnX9yr2yUM/maxresdefault.jpg	1	34603	1471	57	0	
51	UCxEeBmviuUsu9IjLdeKSSCQ	Romulo Reis	5YRkpseuRBc	2021-01-11T12:56:54Z	2021-01-11 12:56:54	falta de oxigênio em Manaus			22	People & Blogs	PT1M1S	61	2d	hd	false	https://i.ytimg.com/vi/5YRkpseuRBc/maxresdefault.jpg		19	0	0	0	0
52	UC880szznksA04nYdg2G-3eQ	TV CM7	LV5zlY5Y0lo	2021-01-11T12:02:53Z	2021-01-11 12:02:53	FALTA DE OXIGÊNIO, MORTES E HOSPITAIS LOTADO EM MANAUS	#Manaus #Amazonas #pandemia #covid #hospitais Acesse: portalcm7.com Facebook: http://facebook.com/portalcm7brasil/ instagram: https://www.instagram.com/portalcm7/ Twiiter: https://twitter.com/Cm7Portal	manaus,amazonas,noticias,breaking,news	25	News & Politics	PT13M44S	824	2d	hd	false	https://i.ytimg.com/vi/LV5zlY5Y0lo/maxresdefault.jpg	1	162	3	0	0	1
53	UCmpHPgeCBgvk_fDXZQKsnAA	Jornal da Record	URnX9yr2yUM	2021-01-11T15:27:49Z	2021-01-11 15:27:49	Manaus bate recorde de sepultamentos num único dia	Nos primeiros nove dias de janeiro, o número de internações superou todo o mês de dezembro. Em algumas unidades, o atendimento foi suspenso por q falta equipamentos, como oxigênio. O ministro da Saúde. Eduardo Pazzuelo acabou de lançar em Manaus ações de apoio de combate a pandemia. Uma delas é reorganizar o atendimento do SUS. Pazzuelo prometeu abrir mais leitos de UTI, e disponibilizar mais equipamentos e profissionais da saúde. Nosso Whatsapp: https://jornaldarecord.r7.com/whatsapp Inscreva-se no canal Jornal da Record: http://r7.com/mYfx Assista às íntegras no PlayPlus: https://www.playplus.com Facebook: https://www.facebook.com/JornalDaRecord/ Instagram: https://www.instagram.com/jornaldarecord Twitter: https://twitter.com/jornaldarecord Site oficial: https://noticias.r7.com/jr-na-tv #JornaldaRecord #Jornalismo #RecordTV	Celso Freitas,Jornal da Record,Rede Record,Christina Lemos,Sergio Aguiar	25	News & Politics	PT5M3S	303	2d	hd	false	https://i.ytimg.com/vi/URnX9yr2yUM/maxresdefault.jpg	1	34603	1471	57	0	
